TieuDe,Gia,DienTich,GiaTrenM2,PhongNgu,WC,Quan,TinhThanh
CHÍNH CHỦ CÓ NHÀ CẦN BÁN NGAY TẠI LA KHÊ - HÀ ĐÔNG - 0982 128 ***,8.2,34.0,241.18,4,,Hà Đông,Hà Nội
"Cuối năm chính chủ cần bán gấp nhà đẹp, full giá 3,8 tỷ (TL)hẻm ô tô đường Võ Văn Tần - P5 - Quận 3",3.8,53.76,70.68,4,3,Quận 3,Hồ Chí Minh
"Anh Dương bán nhà Quan Nhân , Thanh Xuân-ngõ thông kinh doanh-ôtô tránh-view hồ-gần gửi xe ôtô",12.2,50.0,244.0,,,Thanh Xuân,Hà Nội
"Bán nhà Nguyễn Văn Thương (D1), P25, Bình Thạnh. Ngang 3,9m x dài 15m vuông vức, GPXD 5 tầng, 8,7tỷ",8.7,49.1,177.19,1,1,Bình Thạnh,Hồ Chí Minh
Bán nhà Nguyễn Trãi - Thanh Xuân 98m2 6T thang máy 2 thoáng garra ô tô kinh doanh chỉ ~ 370tr/m2,36.5,98.0,372.45,,,Thanh Xuân,Hà Nội
BÁN NHÀ PHỐ TAM KHƯƠNG LÔ GÓC 7 TẦNG THÁNG MÁY 102m2 - MT 6M - Ô TÔ KINH DOANH NHÀ MỚI 31.5 TỶ,31.5,102.0,308.82,,,Đống Đa,Hà Nội
"Tòa CHDV Trần Cung, ngõ rộng 3m, xây mới, 68m2*6T, 13PKK, full NT, PCCC, dòng tiền 70 triệu/ th",13.5,68.0,198.53,13,13,Bắc Từ Liêm,Hà Nội
"Bán nhà phố Minh Khai, ngõ ô tô vào nhà nhỉnh 12 tỷ",12.95,63.0,205.56,3,,Hai Bà Trưng,Hà Nội
Chính chủ bán nhà 4 tầng Hóc Môn đường ô tô sẵn nội thất có thể ở ngay giá tốt cho khách chốt nhanh,8.0,72.0,111.11,3,4,Hóc Môn,Hồ Chí Minh
Bán nhà Lãng Yên Đầm Trấu phân lô 69m2 nhỉnh 13 tỷ,13.3,69.0,192.75,4,2,Hai Bà Trưng,Hà Nội
ĐƯỜNG XE TẢI 6M - NGAY GÒ XOÀI - GIÁP TÂN PHÚ - 4*11M - SỔ ĐẸP HOÀN CÔNG ĐỦ - GIÁ CHỈ HƠN 4 TỶ,4.65,44.0,105.68,,,Bình Tân,Hồ Chí Minh
"Tòa CHDV Xuân Đỉnh, 40m ra ô tô, xây mới, 70m2*6T, PCCC đầy đủ, 15 PKK, dòng tiền 80 triệu/ th",14.5,70.0,207.14,15,15,Bắc Từ Liêm,Hà Nội
Bán nhà 5 tầng có thang máy Yên Hòa Cầu Giấy phù hợp làm căn hộ mini cho thuê dòng tiền tốt,24.0,102.4,234.38,,,Cầu Giấy,Hà Nội
CHÍNH CHỦ CẦN BÁN NHÀ ĐẸP NGÕ 102 TRƯỜNG CHINH ĐỐNG ĐA Ô TÔ VÀO NHÀ,8.6,26.0,330.77,5,5,Đống Đa,Hà Nội
Bán nhà Thanh Trì giá rẻ mặt tiền 5m hậu 8m có thể làm chung cư mini khai thác dòng tiền,11.0,141.0,78.01,,,Thanh Trì,Hà Nội
"BÁN NHÀ NGÔ GIA TỰ, PHÂN LÔ VỈA HÈ, GARA, Ô TÔ TRÁNH, 45M2, 9 TỶ",9.0,45.0,200.0,,,Long Biên,Hà Nội
"Chính chủ bán nhà ngõ 62/8 Nguyễn Chí Thanh, Đống Đa, 80m2, 7 tầng, xây mới thang máy, 3 mặt thoáng",23.5,80.0,293.75,5,8,Đống Đa,Hà Nội
"CHÍNH CHỦ - BÁN NHÀ - LÔ GÓC - P.TRUNG HÒA, Q. CẦU GIẤY",27.5,93.0,295.7,,,Cầu Giấy,Hà Nội
"Bán nhà siêu hiếm view sông Landmark 81, 140m2,ngay GigaMall Phạm Văn Đồng, HXH, 7 tỷ",7.0,155.0,45.16,,,Thủ Đức,Hồ Chí Minh
"Bán nhà riêng tại Mỗ Lao, 150tr/1m2 (86.7m2)(Chính chủ)",13.0,86.7,149.94,,,Hà Đông,Hà Nội
"Bán nhà phân lô Quang Trung, Hà Đông, 54m2 x 5 tầng, thang máy, đường ô tô rộng, 2 thoáng, 13 tỷ",13.0,54.0,240.74,5,,Hà Đông,Hà Nội
DUPLEX GIA THỤY 82m2 18.5 TỶ 6 TẦNG THANG MÁY OTO TRÁNH FULL NỘI THẤT CAO CẤP MỘT CĂN DUY NHẤT!,18.3,82.0,223.17,4,4,Long Biên,Hà Nội
BÁN NHÀ LÊ THANH NGHỊ 7.5 TỶ 35M 5 TẦNG LÔ GÓC THOÁNG SÁNG MỚI KÍNH KOONG,7.5,35.0,214.29,,,Hai Bà Trưng,Hà Nội
"Chính chủ cần bán CMNM, nhà mới, hiện đang kín phòng, 56.4m2 x 7 tầng gồm 17p khép kín",14.9,56.4,264.18,17,17,Thanh Trì,Hà Nội
Nhà sổ riêng nở hậu 41m2 căn cuối có sân nằm sát mặt tiền Huỳnh Tấn Phát 1 lầu giá tốt,4.0,41.8,95.69,2,2,Nhà Bè,Hồ Chí Minh
"Nhà 2 tầng, HXH, oto, 10m ra mặt tiền Nguyễn Thái Sơn, 140m2, 11tỷ TL",11.0,140.0,78.57,6,6,Gò Vấp,Hồ Chí Minh
Ngộp bán nhanh nhà C4 76m2 - lô góc 3 mặt tiền ngang hiếm 11m - hẻm xe hơi P. 25 - chỉ 105tr/m2,7.99,76.0,105.13,3,2,Bình Thạnh,Hồ Chí Minh
Bán nhà riêng 41 sổ hồng nội thất tiện nghi đầy đủ,3.3,41.0,80.49,4,3,Thanh Oai,Hà Nội
"CCMN - 145m 7 tầng 1 hầm Cầu Giấy - Lô góc 3 thoáng - Dòng tiền 2,5 tỷ/ năm - Đầy đủ GP PCCC - GPXD",44.5,145.0,306.9,23,24,Cầu Giấy,Hà Nội
"Hiếm, chính chủ bán nhà 52m2 dân xây, gara ô tô, ngõ 11 Việt Hưng, hàng xóm Vinhome Riverside",10.9,52.0,209.62,4,4,Long Biên,Hà Nội
BÁN NHÀ PHỐ PHƯƠNG MAI - 7 TẦNG THANG MÁY - TRƯỚC NHÀ OTO TRÁNH - KINH DOANH / CHO THUÊ ĐỈNH.,22.5,50.0,450.0,4,6,Đống Đa,Hà Nội
Hàng hiếm. Nhà 1 trệt 1 lầu đúc đường 35 Hiệp Bình Chánh Thủ Đức. Giá chỉ 3.2 tỷ,3.2,32.0,100.0,2,1,Thủ Đức,Hồ Chí Minh
"CHÍNH CHỦ, BÁN NHÀ, HOÀNG QUỐC VIỆT, CẦU GIẤY, 62M2, PHÂN LÔ, Ô TÔ VÀO NHÀ, LÔ GÓC, MẶT TIỀN 5,4M",19.5,62.0,314.52,3,2,Cầu Giấy,Hà Nội
CỰC HIẾM TẢ THANH OAI 35m2 x 5 TẦNG NHÀ ĐẸP TỰ XÂY LÔ GÓC Ô TÔ ĐỖ CỬA TẶNG FULL NỘI THẤT GỖ XỊN,5.9,35.0,168.57,3,4,Thanh Trì,Hà Nội
"Chính chủ cần bán nhà tại đường Nguyễn Văn Cừ, TP Phan Thiết - Có thương lượng",2.3,100.0,23.0,,,Phan Thiết,Bình Thuận
"Hàng hiếm 1T2L đường Yên Thế, P. 2, Tân Bình. Chỉ 4 tỷ 780 . DT 49,8m2. Khu vip gần sân bay TSN",4.78,49.8,95.98,4,5,Tân Bình,Hồ Chí Minh
"Chính chủ bán nhà ngõ ô tô tránh 315 Trần Đại Nghĩa 47m2 x 2 tầng mt 4m 13,8 tỷ",13.8,47.0,293.62,2,1,Hai Bà Trưng,Hà Nội
"Bán nhà Mới đẹp THANG MÁY - LÔ GÓC - Gần Phố Trần Cung , Phạm Văn Đồng :Dt 41m x6T giá 7.9 tỷ",7.9,41.0,192.68,,,Bắc Từ Liêm,Hà Nội
Bán gấp nhà cấp 4 - phố Minh Khai - Hai Bà Trưng - lô góc - ô tô - kinh doanh - 88m2 - MT 3m8,12.8,88.0,145.46,4,,Hai Bà Trưng,Hà Nội
Mình cần bán toà căn hộ dịch vụ đường lê hữu trác ( doanh thu 1ty3/năm) 3 mặt thoáng,19.0,141.0,134.75,18,18,Ngũ Hành Sơn,Đà Nẵng
SIÊU HOT - CHỈ 5.X TỶ - 5 TẦNG MỚI - SÂN RỘNG - 20M RA Ô TÔ,5.89,30.0,196.33,3,4,Hoàng Mai,Hà Nội
SIÊU PHẨM PHỐ ĐỊNH CÔNG - Ô TÔ ĐỖ CỔNG - HAI THOÁNG - VÀI BƯỚC RA MẶT PHỐ - 55m2 - 6 tầng - hơn 10t,11.8,55.0,214.54,6,4,Hoàng Mai,Hà Nội
"Bán nhà Giải Phóng - Thanh Xuân, DT 41m x 5 tầng. Phân lô ô tô vào nhà, kinh doanh",15.4,41.0,375.61,3,3,Thanh Xuân,Hà Nội
"Diện tích đẹp 9,2 dài 9,5 xây dựng 4 tầng có Gara oto trong nhà mà có 6tỷ9",6.9,87.4,78.95,4,4,Nhà Bè,Hồ Chí Minh
"Bán nhà CHDV Hai Bà Trưng Quận 1, diện tích 55m2 x 5 tầng thang máy, 7 phòng, ngõ rộng, chỉ 18 tỷ",18.0,55.0,327.27,7,,Quận 1,Hồ Chí Minh
Nhà đất đẹp &đầu tư sinh lời: Chính chủ cần bán đất kèm trường mầm non đường ngã Năm Nguyễn Khuyến,5.1,256.0,19.92,6,3,Biên Hòa,Đồng Nai
"Hàng hiếm tại Dân Lập, Dư Hàng Kênh, Lê Chân, Hải Phòng, 7,65 tỷ, 62 m2",7.65,62.0,123.39,4,4,Lê Chân,Hải Phòng
Bán nhà 15m ra Ô tô TRUNG TÂM Tây Hồ. Diện tích 47m2. Giá tốt trong khu vực.,11.29,47.0,240.21,4,4,Tây Hồ,Hà Nội
"Ở hoặc tích sản - bán nhà chính chủ tại Chợ Bưởi, Ba Đình, Hà Nội",6.76,43.4,155.76,3,,Ba Đình,Hà Nội
CHÍNH CHỦ CẦN BÁN NHÀ 4 TẦNG 1 TUM - VĂN QUÁN - HÀ ĐÔNG - 0982 128 ***,7.38,31.0,238.06,3,3,Hà Đông,Hà Nội
"Bán nhà (4.1*22) Hẻm xe tải thông, đường Khuông Việt - Tân Phú, giá 8.5 tỷ",8.5,90.0,94.44,,,Tân Phú,Hồ Chí Minh
"Bán tòa CHDV Dương Quảng Hàm, Cầu Giấy, 8PNKK, 2 mặt ngõ, PCCC chỉ 8.85 tỷ thu 45tr/th",8.85,49.0,180.61,8,,Cầu Giấy,Hà Nội
"NHÀ ĐẸP LIỀN KỀ KĐT VĂN PHÚ, 2 Ô TÔ TRÁNH NHAU, GARA, VỈA HÈ, THANG MÁY, DT 80m2 x 6 TẦNG, MT 4.5m,",17.9,80.0,223.75,,,Hà Đông,Hà Nội
"BÁN 130M2 MẶT TIỀN THỤT ĐƯỜNG MAN THIỆN, THỦ ĐỨC, HẺM 8M, NGANG 5M , GIÁ NHỈNH 7 TỶ TL",7.0,130.0,53.85,2,2,Quận 9,Hồ Chí Minh
Bán căn 5 tầng thang máy ngay Ngô Thì Nhậm - Ngã tư Văn Phú đường ô tô tránh kinh doanh nhỏ 50m2,11.8,50.0,236.0,,,Hà Đông,Hà Nội
"Hàng độc, bán tòa CHDV Mỹ Đình, cam kết ô tô đỗ cửa, 48m2 x5T- 9PNKK chỉ 8.x tỷ thu 45tr/th",8.9,48.0,185.42,9,,Nam Từ Liêm,Hà Nội
"Bán nhà 5 tầng Phố Triều Khúc, 33m, 3 PN, 1 PT và sân phơi, 20m ra ô tô tránh, sổ đỏ chính chủ",6.8,33.0,206.06,3,4,Thanh Trì,Hà Nội
Siêu phẩm đường Láng - nhà phân lô 5 tầng đẹp ở luôn nhỉnh 7 tỷ hiếm,7.45,35.0,212.86,3,3,Đống Đa,Hà Nội
"Bán nhà VIP Vũ Tông Phan, 50m2 X 7 Tầng, Thang Máy, Ô Tô Vào Nhà, Ngõ rộng 5m, 20m Ra Phố Bên Sông",17.3,50.0,346.0,4,5,Thanh Xuân,Hà Nội
Nhà 4 tầng xe hơi đậu cửa Ni Sư Huỳnh Liên P.10 Tân Bình 2PN 2WC giá 3tỷ150. Gần chợ Tân Bình,3.15,16.0,196.88,2,2,Tân Bình,Hồ Chí Minh
"(F0 - dân tự xây 7 tầng) 500m chạy bộ tới Aeon Mall, phân lô, ô tô tránh, có vỉa hè, thang máy xịn",16.0,50.0,320.0,7,5,Hà Đông,Hà Nội
"Giá rẻ, Đối diện trường học Hoàng Hoa Thám. Bán nhà Vĩnh Phúc, 46.1m2, 4 tầng",6.86,46.1,148.81,4,,Ba Đình,Hà Nội
"Bán nhà Ngọc Thụy dân xây 46m2, 4 tầng MT 4,5m sổ đỏ vuông đẹp gần ô tô không tranh chấp",5.5,46.0,119.56,4,4,Long Biên,Hà Nội
Siêu Phẩm toà nhà Văn Phòng - Gara Ôtô - 7 Tầng - Thang Máy - Dòng Tiền Đỉnh - Nhà Mới Keeng,23.5,55.0,427.27,8,7,Đống Đa,Hà Nội
"Chính chủ bán nhà ngõ Lệnh Cư Khâm Thiên Đống Đa 30m2 x 5 tầng. Giá chỉ 3,8 tỷ. Đầu tư cho thuê 15t",3.8,30.0,126.67,3,3,Đống Đa,Hà Nội
"Bán nhà riêng 60m2 tại Lê Lợi - Hà Đông, Hà Nội, phù hợp xây chung cư mini cho thuê dòng tiền.",13.8,60.0,230.0,2,1,Hà Đông,Hà Nội
Siêu phẩm hiếm có quận Đống Đa DT 68m2 mặt tiền 4m ô tô vào nhà không có căn thứ 2!,13.8,68.0,202.94,4,4,Đống Đa,Hà Nội
"Bán nhà lô góc ngõ 41 Thái Hà, 61m2, 5 tầng, mt 4.5m, 9 phòng khép kín. 10m ra ô tô. 0987 345 ***",12.5,61.0,204.92,9,9,Đống Đa,Hà Nội
"Cực gần Royal! Bán nhà phố Vũ Tông Phan, ÔTÔ đỗ cửa, 2 thoáng vĩnh viễn, thang máy, 38m*4PN *6 tầng",10.2,38.0,268.42,4,,Thanh Xuân,Hà Nội
"Bán nhà tòa nhà CHDV 562 Láng 80m2 x 7tầng, thang máy, dòng tiền 100tr/th 0987 345 ***",18.5,80.0,231.25,15,12,Đống Đa,Hà Nội
"Phân lô phố Nguyễn An Ninh quận Hai Bà, 5 tầng mới DT rộng, gần phố Đại La, ngã tư Vọng, ĐH Kinh Tế",9.2,48.0,191.67,6,4,Hai Bà Trưng,Hà Nội
"Giá 5,45 tỷ, gần cầu Long Kiểng, DT 5.5x15m",5.45,81.0,67.28,3,2,Nhà Bè,Hồ Chí Minh
BÁN NHÀ PHÂN LÔ VIP KIM NGƯU 60M² x 5 TẦNG MẶT TIỀN 4.8M Ô TÔ TRÁNH VỈA HÈ KINH DOANH,12.0,69.0,173.91,4,4,Hai Bà Trưng,Hà Nội
BÁN NHÀ PHỐ LÊ TRỌNG TẤN Ô TÔ TRÁNH KINH DOANH,13.5,46.0,293.48,4,3,Hoàng Mai,Hà Nội
"4x18 (công nhận 67,4m2) trệt 3 lầu nhà hẻm xe tải thông 141// đường 28 P6 Gò Vấp",7.95,67.4,117.95,4,3,Gò Vấp,Hồ Chí Minh
"Chưa đến 100tr/m2. P21, Bình Thạnh, Xô Viết Nghệ Tĩnh. Đoạn 2chiều ngay cầu Thị Nghè Q1. 60m2 5,9tỷ",5.9,60.0,98.33,4,,Bình Thạnh,Hồ Chí Minh
"Chính chủ cần bán gấp nhà khu vực phố Vũ Phạm Hàm, Cầu Giấy, HN",13.4,36.0,372.22,6,3,Cầu Giấy,Hà Nội
"Chính chủ bán tòa căn hộ An Dương Vương, P. Phú Thượng, Tây Hồ, Hà Nội 100m2x8T dòng tiền 100tr/th",24.0,99.3,241.69,20,24,Tây Hồ,Hà Nội
"Chính chủ bán gấp nhà 5 tầng, DT 50m2, MT 4,2m, Nguyễn Văn Cừ , ô tô vào nhà",11.3,50.0,226.0,5,4,Long Biên,Hà Nội
BÁN NHÀ MẶT NGÕ Ô TÔ TRÁNH 6 TẦNG THANG MÁY NGAY CỬA NGÕ VINHOMES PHÚC LỢI DÒNG TIỀN TỐT,8.5,52.0,163.46,6,,Long Biên,Hà Nội
"Mặt phố trung tâm Cầu Giấy 85m2, MT 8.5m, giá đẹp 26.9tỷ - KQH - sổ đẹp",26.9,85.0,316.47,3,3,Cầu Giấy,Hà Nội
"Chính chủ cần bán gấp nhà riêng tại Hiệp Bình Chánh, Thủ Đức.",14.5,80.0,181.25,6,5,Thủ Đức,Hồ Chí Minh
"Bán gấp nhà riêng phố Xã Đàn 54m 7Tg MT 4,0m hơn 16,8 tỷ ôtô Kinh Doanh thang máy.",16.8,54.0,311.11,7,6,Đống Đa,Hà Nội
"Bán Nhà MỚI ĐẸP CHDV 6 Phòng 24tr/Tháng Hoàn Công, Lê Trọng Tấn gần AEON Tân Phú GIÁ CHỈ 5 tỷ9999",6.0,73.0,82.19,6,,Tân Phú,Hồ Chí Minh
"HẠ 4tỷ Nhà Quận 3 Giá Tân Bình .Có Nguồn Thu Nhập Khủng. Bán nhà HXH khu vip Lê Văn Sỹ, Phường 12",13.45,72.0,186.81,8,9,Quận 3,Hồ Chí Minh
"Căn hộ dịch vụ vua dòng tiền 200 triệu/ tháng, mặt tiền ,Phạm văn Chiêu, 10 x 45 =450 m2, 55 tỷ.",55.0,450.0,122.22,55,56,Gò Vấp,Hồ Chí Minh
"Quá hiếm - HXH 7m Nguyễn Trọng Tuyển - Phường 10 - Phú Nhuận. DT: 76,4m2(4x19m) 5 tầng+8PN. 14,2tỷ",14.2,76.4,185.86,8,6,Phú Nhuận,Hồ Chí Minh
"Bán gấp nhà số 155/1/ hẻm xe hơi đường Số 28 (đi hẻm 141/30), Phường 6, Gò Vấp, Hồ Chí Minh",7.95,67.4,117.95,4,3,Gò Vấp,Hồ Chí Minh
Nhà chính chủ bán cạnh chợ Rạch Kiến,1.45,72.0,20.14,2,1,Cần Đước,Long An
Nhà Lạc Long Quân - trung tâm - ba bước ra Hồ Tây lộng gió - kinh doanh - thang máy nhập khẩu - 50m,11.5,50.0,230.0,,,Cầu Giấy,Hà Nội
"Chuyển nhượng nhà đất mặt tiền góc đường số 39 & 10, P. Bình Trưng Tây, Quận 2, rẻ vô địch",33.0,435.0,75.86,,,Quận 2,Hồ Chí Minh
HIẾM - TÂY HỒ - CẦU GIẤY - NGÕ THÔNG - Ô TÔ TRÁNH - KINH DOANH - GIÁ RẺ NHẤT PHÂN KHÚC - 51M 11T,11.8,51.0,231.37,,,Cầu Giấy,Hà Nội
Bán nhà Hẻm Ô tô Nguyễn Sơn- Lê Cảnh Tuan -66m2- 4x17 - 5 tầng- 6PN - 6wc nhà mới chỉ hơn 7 tỷ xíu,7.2,66.0,109.09,6,6,Tân Phú,Hồ Chí Minh
"Bán nhà mới đẹp gần Làng đại học Dĩ An, 72m2, 3.83 tỷ TL",3.83,72.0,53.19,,,Dĩ An,Bình Dương
"Nhà độc quyền góc 2 mặt tiền Phạm Văn Hai 5x16m, 5 lầu, có sẵn HDT 40tr/th giá chỉ 14.5tỷ còn TL",14.5,80.0,181.25,10,11,Tân Bình,Hồ Chí Minh
"BÁN NHÀ 5 TẦNG, 3 PHÒNG NGỦ- 20M OTO TRÁNH- 50M RA MẶT PHỐ LẠC LONG QUÂN . 8.9 Tỷ",8.9,38.0,234.21,3,,Tây Hồ,Hà Nội
"Chính chủ bán nhà đẹp siêu hiếm Ông Ích Khiêm, khu vực vip nhất Ba Đình, 30m2 x 5 tầng, 11.5 tỷ.",11.5,30.0,383.33,4,4,Ba Đình,Hà Nội
"NHÀ LÊ VĂN SỸ Q.3 CHỈ 10M, HXH THÔNG, 40M2, NHÀ MỚI 5 TẦNG BTCT CHỈ 6 TỶ",6.0,40.0,150.0,5,,Quận 3,Hồ Chí Minh
"Bán căn góc 2 mặt tiền đường, 6 tầng 5PN 6WC có thang máy, phường Phước Long, Nha Trang, Khánh Hòa",8.9,69.5,128.06,5,5,Nha Trang,Khánh Hòa
"Bán nhà riêng 12,8 tỷ, 38m2, 3PN, 3WC tại Vương Thừa Vũ, P. Thanh Xuân Bắc, Q. Thanh Xuân, HN",12.8,38.0,336.84,3,3,Thanh Xuân,Hà Nội
"278,6m2 ngang 13m nhà cấp 4 góc 2 mặt đường nhà Hòn Nghê, Vĩnh Ngọc, Nha Trang giá chỉ 14tr/m2",3.9,278.6,14.0,3,2,Nha Trang,Khánh Hòa
"Gấp! Phố Trung Kính, ô tô tải thông, 2 mặt ngõ, gara, thang máy, vừa ở vừa KD, 87m2*7T",23.5,87.0,270.12,,,Cầu Giấy,Hà Nội
"Chính chủ cần bán nhà 24m2 1trệt 1lầu chỉ 600tr. Phường Thạnh Xuân, Quận 12 gần Ngã Tư Ga",,24.0,25.42,2,1,Quận 12,Hồ Chí Minh
"Chính chủ bán nhà riêng mới xây ngay sau cây xăng số 12 cổng chào Tân Mỹ Chánh, Mỹ Tho, Tiền Giang",1.97,95.0,20.74,3,2,Mỹ Tho,Tiền Giang
"Bán nhà cấp 4 , dt 94 m2 nhà đầu tiên của hẻm 471 Nguyễn Tất Thành - Đà Nẵng",3.75,94.0,39.89,,,Thanh Khê,Đà Nẵng
Bán KS Hiệp Thành 260m2 8tầng thu nhập 350tr tháng. Ngân hàng cho vay 28tỷ,33.0,260.0,126.92,55,56,Quận 12,Hồ Chí Minh
"Bán nhà phân lô Phạm Tuấn Tài, ôtô cất trong, ở sướng, vị trí vàng, kdoanh đẹp, 58m2*5T.Giá 17,8 tỷ",17.8,58.0,306.9,,,Cầu Giấy,Hà Nội
Nhà HXH 14/25 đường Số 5 BHH trệt 2 lầu 5 tỷ 250 TL,5.25,48.0,109.38,3,3,Bình Tân,Hồ Chí Minh
"Nhà siêu vị trí góc 2 mặt tiền, giá đầu tư tốt, ngang 12m x 22m đường Lê Văn Sỹ",42.0,264.0,159.09,,,Quận 3,Hồ Chí Minh
"Bán toà CCMN phố Trần Cung 61m2 6.5T MT 7m 13.5 tỷ, cho thuê 55tr/th",13.5,61.0,221.31,13,13,Bắc Từ Liêm,Hà Nội
"Cần bán nhà Văn Quán, Hà Đông 45m2x4 tầng, giá 9.3 tỷ, ô tô đỗ cửa , kinh doanh, 2 thoáng.",9.3,45.0,206.67,,,Hà Đông,Hà Nội
CHÍNH CHỦ NHỜ BÁN NHÀ XA LA- PHÙNG HƯNG- VIỆN 103 - SÁT VÁCH KĐT XA LA- Ô TÔ.,11.9,45.0,264.44,4,3,Hà Đông,Hà Nội
"bán nhà riêng tại Ngọc Động, Đa Tốn, Gia Lâm, Hà Nội 79 triệu, 164.3m2",12.98,164.3,79.0,3,1,Gia Lâm,Hà Nội
Nhà mới đẹp full thổ cư. Phường mới Tân Triều - TP. Biên Hòa,1.75,100.0,17.5,3,2,Vĩnh Cửu,Đồng Nai
"Hạ chào 1 tỷ, bán nhanh nhà 7 tầng Thang Máy, đầy đủ PCCC, 11 phòng KK, tại Xuân La, sát ĐH Nội Vụ",14.48,55.0,263.27,11,11,Bắc Từ Liêm,Hà Nội
Bán gấp mặt ngõ Ngọc Thụy gara ô tô 32m2 5T đủ công năng full nội thất nhỉnh 7 tỷ,7.4,32.0,231.22,4,4,Long Biên,Hà Nội
"Chính chủ Bán riêng tại 236/49/47 Đại Từ, 8,3 tỷ, 43m2x 4,5 tầng",8.3,43.0,193.02,4,3,Hoàng Mai,Hà Nội
"Bán nhà ngõ 180 Hoàng Quốc Việt, 2 ô tô tránh, thang máy, lô góc, nhà mới đẹp. DT 76m2, 21.5 tỷ",21.5,76.0,282.9,,,Cầu Giấy,Hà Nội
"Bán căn hộ Dịch vụ, sau trường cao đẳng Vinatex, Linh Đông,Giá 10,2 tỷ thương lượng 9PN 9WC hẻm oto",10.2,70.6,144.48,9,9,Thủ Đức,Hồ Chí Minh
Chính chủ cần bán gấp căn nhà mới tâm huyết,1.75,100.0,17.5,3,2,Vĩnh Cửu,Đồng Nai
"Bán nhà Chính chủ Đường Bàu Năng, Liên Chiểu 88m 3 tầng mặt tiền 5m nội thất đẹp hơn 6 tỷ(ảnh thật)",6.2,88.0,70.46,3,3,Liên Chiểu,Đà Nẵng
Bán nhà mới xây ngay tại TP. Biên Hòa,1.75,100.0,17.5,3,2,Vĩnh Cửu,Đồng Nai
Nguỵ Như Kon Tum - Toà VP - 9 tầng thang máy - phân lô Thanh Xuân - mặt tiền rộng - ô tô tránh đỗ,36.8,70.0,525.71,9,9,Thanh Xuân,Hà Nội
"Bán nhà riêng tại Tôn Thất Tùng, 25 tỷ, 80m2, 5PN, 4WC, 4 tầng",25.0,80.0,312.5,5,4,Đống Đa,Hà Nội
"Bán nhà tại Ngõ 52/37 Gia Quất, Thượng Thanh, Long Biên, Hà Nội, 6 tỷ, 50m2",6.3,51.0,123.53,2,1,Long Biên,Hà Nội
"Bán nhà phố Kim Ngưu quận Hai Bà Trưng, ngõ rộng gần phố, sân để xe riêng biệt 46m, 7x tỷ",7.9,46.0,171.74,4,4,Hai Bà Trưng,Hà Nội
"Chính chủ bán nhà tại Bình Thạnh tại 232/5/23 đường Bình Lợi, 10,6tỷ HXH 12m thông. Gần ĐH Văn Lang",10.6,67.0,158.21,4,5,Bình Thạnh,Hồ Chí Minh
"Bán nhà riêng 75,91m2 tại phố Giảng Võ, khu vực đất vàng, đối diện Vinhomes Giảng Võ xem là chốt!",27.5,75.91,362.27,6,6,Đống Đa,Hà Nội
BÁN NHÀ KHU ĐÔ THỊ LÊ HỒNG PHONG 1 ( HÀ QUANG 1) - ĐỐI DIỆN CÔNG VIÊN- CÓ THANG MÁY - GIÁ 8ty5,8.5,85.0,100.0,4,4,Nha Trang,Khánh Hòa
"Bán nhà Bùi Xương Trạch, DT 50m2 x 7T, ngõ oto tránh, trước nhà oto quay đầu, thang máy, 15 tỷ 8",15.8,50.0,316.0,,,Thanh Xuân,Hà Nội
"Bán nhà riêng 5 tầng CC nhờ bán DT 88,37m2, full thổ cư, thang máy ô chờ, phải thật nhanh mới",10.9,88.37,123.34,6,5,Chương Mỹ,Hà Nội
"Bán nhà riêng diện tích 37m2, đường Nguyễn Đổng Chi (miễn trung gian)",9.25,37.0,250.0,4,2,Nam Từ Liêm,Hà Nội
NHÀ ĐẸP GIÁP BÁT - 6 TẦNG THANG MÁY - 8.6 TỶ - NỘI THẤT XỊN XÒ - NGÕ RỘNG THOÁNG,8.6,36.0,238.89,3,5,Hoàng Mai,Hà Nội
"Bán nhà riêng 186m2, 8,6 tỷ tại Thới An, Quận 12, HCM",8.6,186.0,46.24,2,1,Quận 12,Hồ Chí Minh
Chủ cần tiền gửi bán dãy phòng trọ mặt tiền đường số đường Lê Đức Thọ,15.5,220.0,70.46,10,10,Gò Vấp,Hồ Chí Minh
"Gấp! 52m2 hẻm 3,5m Hoàng Hoa Thám P.13 quận Tân Bình ngay nhà ga T3, 4x13m, trệt lầu giá 6,85 tỷ",6.85,52.0,131.73,,,Tân Bình,Hồ Chí Minh
"Hot! Xuất ngoại bán gấp HXH Lý Thường Kiệt phường 7 quận Tân Bình, DT: 4x21m trệt, giá 8,35 tỷ",8.35,85.0,98.24,,,Tân Bình,Hồ Chí Minh
"Bán nhà phố Trần Duy Hưng, 86m2, 10 tầng, mặt tiền 6,6m, đang cho thuê 150 tr/1 tháng, giá 27 tỷ",27.0,86.0,313.95,10,,Cầu Giấy,Hà Nội
"Cần bán nhà 3 tầng phố Tô Vĩnh Diện, Thanh Xuân. Oto đỗ cửa.",13.9,50.0,278.0,4,4,Thanh Xuân,Hà Nội
"Bán Nhà Riêng tại Cư Xá Lữ Gia, 14,5 tỷ, 57 m2, giá cực chất",14.5,57.0,254.39,2,1,Quận 11,Hồ Chí Minh
